id,title,description,availability,condition,price,link,image_link,brand,google_product_category,product_type
4527238496,Japanese Dragon Wall Art | Kitsune Fox Sumi-e Ink Print | Black and White Zen Decor | A1 Ready Poster Print,"japanese kitsune fox sumi-e ink print — black and white zen wall art poster (unframed). Museum-quality matte paper for the living room, bedroom or home office.

🦊 The fox that knows something you don't

In Japanese folklore the kitsune is a shapeshifter — messenger, trickster, guardian, depending on who is telling the story. In ink it keeps that ambiguity: a few strokes, a turned head, and an expression you can read three different ways. For a room that likes a little mischief under the calm.

🖌 Painted in one breath
Sumi-e is painted once. There is no sketch and no correction — the brush lands, moves, and the image is either alive or it isn't. That is the whole discipline: stop thinking, commit, let go. The Japanese call it muga — forgetting the self.
That is also what it does to a room. Deep black ink, a wide field of empty paper, one quiet accent. Nothing shouting for your attention. On a busy wall it is the one place your eyes rest.

🖼 What you receive
• The artwork printed on museum-grade matte fine-art paper, unframed
• Sizes: 12×18 in (30×45 cm) · 16×24 in (40×60 cm) · 20×30 in (50×75 cm)
• Archival pigment inks — fade-resistant for 100+ years
• Standard sizes, so an off-the-shelf frame fits: keep the frame you already have, or pick one that matches your room

🏠 Where it works
• Above the sofa or bed — a calm focal point in a room that never stops moving
• Home office — art you think better next to; looks composed on video calls
• Entryway — the first breath of quiet when you walk in
• Neutral black-and-white palette: works with wood, linen, concrete, sage, cream — it won't fight the sofa you already own
• Gift for anyone into Japanese art, martial arts, meditation or minimalism

📐 Not sure which size?
Message me a photo of your wall — I'll tell you honestly which size fits. It takes me a minute and saves you a return. Rule of thumb: above a sofa or bed, go one size bigger than feels safe — the most common regret is buying too small.

📦 Shipping & care
• Made to order, shipped rolled in a sturdy tube (small sizes flat) — never folded
• Dispatch in 3–5 business days; tracking on every order
• Handle by the edges; hang out of direct sunlight

🖌 About the artist
I'm Hana — the quiet power of Japanese ink has had me for years. Misty mountains, one confident stroke, the calm that lives in empty space. Every piece is painted in silence. Nothing makes me happier than picturing it on your wall, giving you one still moment in a loud day.

❤️ Add it to your cart — or tap ♡ to save it while you think. I'd love to see it in your home.

Questions about size, paper or framing? Message me before you order — I answer personally, usually within a few hours.

© Original design by Hana / MiniCanvasArt. All rights reserved. Personal use only.",in stock,new,39.99 USD,https://canvasminiart.site/p/4527238496.html,https://canvasminiart.site/img/4527238496/01.webp,MiniCanvasArt,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Dragons & Mythical
4527242245,Samurai Wall Art | Mountain Sumi-e Ink Print | Black and White Zen Decor | A1 Ready Poster Print | Living Room Decor,"japanese samurai sumi-e ink print — black and white zen wall art poster (unframed). Museum-quality matte paper for the living room, bedroom or home office.

🗡 The calm before everything

The samurai was never really about the sword. Bushido is a code for the mind: decide once, act without hesitation, hold your center when everything moves. This figure stands in that stillness — the composure you want on the days that ask the most of you. Hang it where you start your mornings and it sets the tone: quiet, ready, unhurried.

🖌 Painted in one breath
Sumi-e is painted once. There is no sketch and no correction — the brush lands, moves, and the image is either alive or it isn't. That is the whole discipline: stop thinking, commit, let go. The Japanese call it muga — forgetting the self.
That is also what it does to a room. Deep black ink, a wide field of empty paper, one quiet accent. Nothing shouting for your attention. On a busy wall it is the one place your eyes rest.

🖼 What you receive
• The artwork printed on museum-grade matte fine-art paper, unframed
• Sizes: 12×18 in (30×45 cm) · 16×24 in (40×60 cm) · 20×30 in (50×75 cm)
• Archival pigment inks — fade-resistant for 100+ years
• Standard sizes, so an off-the-shelf frame fits: keep the frame you already have, or pick one that matches your room

🏠 Where it works
• Above the sofa or bed — a calm focal point in a room that never stops moving
• Home office — art you think better next to; looks composed on video calls
• Entryway — the first breath of quiet when you walk in
• Neutral black-and-white palette: works with wood, linen, concrete, sage, cream — it won't fight the sofa you already own
• Gift for anyone into Japanese art, martial arts, meditation or minimalism

📐 Not sure which size?
Message me a photo of your wall — I'll tell you honestly which size fits. It takes me a minute and saves you a return. Rule of thumb: above a sofa or bed, go one size bigger than feels safe — the most common regret is buying too small.

📦 Shipping & care
• Made to order, shipped rolled in a sturdy tube (small sizes flat) — never folded
• Dispatch in 3–5 business days; tracking on every order
• Handle by the edges; hang out of direct sunlight

🖌 About the artist
I'm Hana — the quiet power of Japanese ink has had me for years. Misty mountains, one confident stroke, the calm that lives in empty space. Every piece is painted in silence. Nothing makes me happier than picturing it on your wall, giving you one still moment in a loud day.

❤️ Add it to your cart — or tap ♡ to save it while you think. I'd love to see it in your home.

Questions about size, paper or framing? Message me before you order — I answer personally, usually within a few hours.

© Original design by Hana / MiniCanvasArt. All rights reserved. Personal use only.",in stock,new,39.99 USD,https://canvasminiart.site/p/4527242245.html,https://canvasminiart.site/img/4527242245/01.webp,MiniCanvasArt,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Samurai & Warriors
4521832551,Koi Fish Wall Art | Red Crowned Cranes Japandi Sumi-e Ink Print | Black and White Zen Decor | Digital Download,"japanese crane bird sumi-e ink printable wall art — instant download. Black and white zen print for the living room, bedroom or home office. Print any size up to A1.

🤖 How this artwork is made
I create this artwork digitally, using AI image tools as part of my process, then refine it and prepare the file for print. It is not a hand-painted original and no physical painting exists. Everything you see in the preview is what you get.

🕊 A thousand cranes, one long life

The crane stands for longevity, luck and faithfulness — folding a thousand of them is an old wish for health and long life. It carries a quiet, hopeful dignity. A graceful piece for a bedroom or a gift that means may you have a long, good life without needing to say it out loud.

⚡ INSTANT DOWNLOAD — nothing is shipped. The files are yours the moment you pay, so it can be on your wall tonight.

🖌 Painted in one breath
Sumi-e is painted once. There is no sketch and no correction — the brush lands, moves, and the image is either alive or it isn't. That is the whole discipline: stop thinking, commit, let go. The Japanese call it muga — forgetting the self.
That is also what it does to a room. Deep black ink, a wide field of empty paper, one quiet accent. Nothing shouting for your attention. On a busy wall it is the one place your eyes rest.

📥 What you receive
• Print-ready files at 300 DPI — stays sharp all the way up to A1
• Every common ratio, so you print the size you actually need:
  2:3 (4×6, 8×12, 12×18, 16×24, 20×30 in) · ISO A5–A1 · 3:4 · 4:5
• PDF + high-quality JPG

🖨 How to print it
• At home on matte photo paper, or
• At any print shop or online service (Staples, FedEx Office, Walgreens, Printful…)
• For ink art, matte or textured fine-art paper looks closest to the original — glossy kills it

🏠 Where it works
• Above the sofa or bed — a calm focal point in a room that never stops moving
• Home office — art you think better next to; looks composed on video calls
• Entryway — the first breath of quiet when you walk in
• Neutral black-and-white palette: works with wood, linen, concrete, sage, cream — it won't fight the sofa you already own
• Gift for anyone into Japanese art, martial arts, meditation or minimalism

💡 Why digital
The same artwork for a fraction of the price, on your wall today. Print it as large as you like, and print it again when you move or repaint.

🖌 About the artist
I'm Hana — the quiet power of Japanese ink has had me for years. Misty mountains, one confident stroke, the calm that lives in empty space. Every piece is painted in silence. Nothing makes me happier than picturing it on your wall, giving you one still moment in a loud day.

❤️ Add it to your cart — or tap ♡ to save it while you think. I'd love to see it in your home.

Questions about size, paper or framing? Message me before you order — I answer personally, usually within a few hours.

© Original design by Hana / MiniCanvasArt. All rights reserved. Personal use only.",in stock,new,3.99 USD,https://canvasminiart.site/p/4521832551.html,https://canvasminiart.site/img/4521832551/01.webp,MiniCanvasArt,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Koi & Animals
4527626849,Lotus Flower Ink Art Print | Japanese Sumi-e Zen Wall Art (Unframed),"japanese lotus flower sumi-e ink print — black and white zen wall art poster (unframed). Museum-quality matte paper for the living room, bedroom or home office.

🪷 Clean bloom out of the mud

The lotus grows in the murk at the bottom of the pond and opens spotless above the water. That is its whole meaning — purity and rebirth that come through the difficult part, not around it. A soft, hopeful piece for a bedroom or meditation corner: proof on the wall that where you start doesn't decide how you bloom.

🖌 Painted in one breath
Sumi-e is painted once. There is no sketch and no correction — the brush lands, moves, and the image is either alive or it isn't. That is the whole discipline: stop thinking, commit, let go. The Japanese call it muga — forgetting the self.
That is also what it does to a room. Deep black ink, a wide field of empty paper, one quiet accent. Nothing shouting for your attention. On a busy wall it is the one place your eyes rest.

🖼 What you receive
• The artwork printed on museum-grade matte fine-art paper, unframed
• Sizes: 12×18 in (30×45 cm) · 16×24 in (40×60 cm) · 20×30 in (50×75 cm)
• Archival pigment inks — fade-resistant for 100+ years
• Standard sizes, so an off-the-shelf frame fits: keep the frame you already have, or pick one that matches your room

🏠 Where it works
• Above the sofa or bed — a calm focal point in a room that never stops moving
• Home office — art you think better next to; looks composed on video calls
• Entryway — the first breath of quiet when you walk in
• Neutral black-and-white palette: works with wood, linen, concrete, sage, cream — it won't fight the sofa you already own
• Gift for anyone into Japanese art, martial arts, meditation or minimalism

📐 Not sure which size?
Message me a photo of your wall — I'll tell you honestly which size fits. It takes me a minute and saves you a return. Rule of thumb: above a sofa or bed, go one size bigger than feels safe — the most common regret is buying too small.

📦 Shipping & care
• Made to order, shipped rolled in a sturdy tube (small sizes flat) — never folded
• Dispatch in 3–5 business days; tracking on every order
• Handle by the edges; hang out of direct sunlight

🖌 About the artist
I'm Hana — the quiet power of Japanese ink has had me for years. Misty mountains, one confident stroke, the calm that lives in empty space. Every piece is painted in silence. Nothing makes me happier than picturing it on your wall, giving you one still moment in a loud day.

❤️ Add it to your cart — or tap ♡ to save it while you think. I'd love to see it in your home.

Questions about size, paper or framing? Message me before you order — I answer personally, usually within a few hours.

© Original design by Hana / MiniCanvasArt. All rights reserved. Personal use only.",in stock,new,39.99 USD,https://canvasminiart.site/p/4527626849.html,https://canvasminiart.site/img/4527626849/01.webp,MiniCanvasArt,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Florals & Botanical
4527626789,Bamboo Sparrow Sumi-e Ink Art Print | Zen Black & White Wall Art (Unframed),"japanese bamboo sumi-e ink print — black and white zen wall art poster (unframed). Museum-quality matte paper for the living room, bedroom or home office.

🎋 Bends in the storm, never breaks

Bamboo is the classic symbol of resilience: it gives way to the wind and springs back, hollow inside so nothing weighs it down. Strength through flexibility, not rigidity. A grounding piece for a home office or reading corner — the reminder that staying flexible is how you stay standing.

🖌 Painted in one breath
Sumi-e is painted once. There is no sketch and no correction — the brush lands, moves, and the image is either alive or it isn't. That is the whole discipline: stop thinking, commit, let go. The Japanese call it muga — forgetting the self.
That is also what it does to a room. Deep black ink, a wide field of empty paper, one quiet accent. Nothing shouting for your attention. On a busy wall it is the one place your eyes rest.

🖼 What you receive
• The artwork printed on museum-grade matte fine-art paper, unframed
• Sizes: 12×18 in (30×45 cm) · 16×24 in (40×60 cm) · 20×30 in (50×75 cm)
• Archival pigment inks — fade-resistant for 100+ years
• Standard sizes, so an off-the-shelf frame fits: keep the frame you already have, or pick one that matches your room

🏠 Where it works
• Above the sofa or bed — a calm focal point in a room that never stops moving
• Home office — art you think better next to; looks composed on video calls
• Entryway — the first breath of quiet when you walk in
• Neutral black-and-white palette: works with wood, linen, concrete, sage, cream — it won't fight the sofa you already own
• Gift for anyone into Japanese art, martial arts, meditation or minimalism

📐 Not sure which size?
Message me a photo of your wall — I'll tell you honestly which size fits. It takes me a minute and saves you a return. Rule of thumb: above a sofa or bed, go one size bigger than feels safe — the most common regret is buying too small.

📦 Shipping & care
• Made to order, shipped rolled in a sturdy tube (small sizes flat) — never folded
• Dispatch in 3–5 business days; tracking on every order
• Handle by the edges; hang out of direct sunlight

🖌 About the artist
I'm Hana — the quiet power of Japanese ink has had me for years. Misty mountains, one confident stroke, the calm that lives in empty space. Every piece is painted in silence. Nothing makes me happier than picturing it on your wall, giving you one still moment in a loud day.

❤️ Add it to your cart — or tap ♡ to save it while you think. I'd love to see it in your home.

Questions about size, paper or framing? Message me before you order — I answer personally, usually within a few hours.

© Original design by Hana / MiniCanvasArt. All rights reserved. Personal use only.",in stock,new,39.99 USD,https://canvasminiart.site/p/4527626789.html,https://canvasminiart.site/img/4527626789/01.webp,MiniCanvasArt,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Koi & Animals
4527633290,Fisher Dawn Net | Zen Life Sumi-e Scene | Black & White Ink Wall Art | Poster,"japanese fisherman sumi-e ink print — black and white zen wall art poster (unframed). Museum-quality matte paper for the living room, bedroom or home office.

🌅 One cast, before the world wakes up

A fisherman throws his net into still water at first light. No audience, no hurry — just a movement he has made ten thousand times. That is the whole appeal of this one: work done quietly and well, long before anyone is watching.

🖌 Painted in one breath
Sumi-e is painted once. There is no sketch and no correction — the brush lands, moves, and the image is either alive or it isn't. That is the whole discipline: stop thinking, commit, let go. The Japanese call it muga — forgetting the self.
That is also what it does to a room. Deep black ink, a wide field of empty paper, one quiet accent. Nothing shouting for your attention. On a busy wall it is the one place your eyes rest.

🖼 What you receive
• The artwork printed on museum-grade matte fine-art paper, unframed
• Sizes: 12×18 in (30×45 cm) · 16×24 in (40×60 cm) · 20×30 in (50×75 cm)
• Archival pigment inks — fade-resistant for 100+ years
• Standard sizes, so an off-the-shelf frame fits: keep the frame you already have, or pick one that matches your room

🏠 Where it works
• Above the sofa or bed — a calm focal point in a room that never stops moving
• Home office — art you think better next to; looks composed on video calls
• Entryway — the first breath of quiet when you walk in
• Neutral black-and-white palette: works with wood, linen, concrete, sage, cream — it won't fight the sofa you already own
• Gift for anyone into Japanese art, martial arts, meditation or minimalism

📐 Not sure which size?
Message me a photo of your wall — I'll tell you honestly which size fits. It takes me a minute and saves you a return. Rule of thumb: above a sofa or bed, go one size bigger than feels safe — the most common regret is buying too small.

📦 Shipping & care
• Made to order, shipped rolled in a sturdy tube (small sizes flat) — never folded
• Dispatch in 3–5 business days; tracking on every order
• Handle by the edges; hang out of direct sunlight

🖌 About the artist
I'm Hana — the quiet power of Japanese ink has had me for years. Misty mountains, one confident stroke, the calm that lives in empty space. Every piece is painted in silence. Nothing makes me happier than picturing it on your wall, giving you one still moment in a loud day.

❤️ Add it to your cart — or tap ♡ to save it while you think. I'd love to see it in your home.

Questions about size, paper or framing? Message me before you order — I answer personally, usually within a few hours.

© Original design by Hana / MiniCanvasArt. All rights reserved. Personal use only.",in stock,new,39.99 USD,https://canvasminiart.site/p/4527633290.html,https://canvasminiart.site/img/4527633290/01.webp,MiniCanvasArt,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Japanese & Zen Art
4527633234,Japanese Wall Art | Monk Autumn Maple Sumi-e Ink Print | Black and White Zen Decor | A1 Ready Poster Print,"zen monk sumi-e ink print — black and white zen wall art poster (unframed). Museum-quality matte paper for the living room, bedroom or home office.

🍁 Sitting still while the season leaves

A monk under a maple, letting the leaves fall past him without reaching for a single one. Mono no aware — the tender awareness that everything is passing. In ink it reads as calm rather than sad: letting go is a skill, not a loss.

🖌 Painted in one breath
Sumi-e is painted once. There is no sketch and no correction — the brush lands, moves, and the image is either alive or it isn't. That is the whole discipline: stop thinking, commit, let go. The Japanese call it muga — forgetting the self.
That is also what it does to a room. Deep black ink, a wide field of empty paper, one quiet accent. Nothing shouting for your attention. On a busy wall it is the one place your eyes rest.

🖼 What you receive
• The artwork printed on museum-grade matte fine-art paper, unframed
• Sizes: 12×18 in (30×45 cm) · 16×24 in (40×60 cm) · 20×30 in (50×75 cm)
• Archival pigment inks — fade-resistant for 100+ years
• Standard sizes, so an off-the-shelf frame fits: keep the frame you already have, or pick one that matches your room

🏠 Where it works
• Above the sofa or bed — a calm focal point in a room that never stops moving
• Home office — art you think better next to; looks composed on video calls
• Entryway — the first breath of quiet when you walk in
• Neutral black-and-white palette: works with wood, linen, concrete, sage, cream — it won't fight the sofa you already own
• Gift for anyone into Japanese art, martial arts, meditation or minimalism

📐 Not sure which size?
Message me a photo of your wall — I'll tell you honestly which size fits. It takes me a minute and saves you a return. Rule of thumb: above a sofa or bed, go one size bigger than feels safe — the most common regret is buying too small.

📦 Shipping & care
• Made to order, shipped rolled in a sturdy tube (small sizes flat) — never folded
• Dispatch in 3–5 business days; tracking on every order
• Handle by the edges; hang out of direct sunlight

🖌 About the artist
I'm Hana — the quiet power of Japanese ink has had me for years. Misty mountains, one confident stroke, the calm that lives in empty space. Every piece is painted in silence. Nothing makes me happier than picturing it on your wall, giving you one still moment in a loud day.

❤️ Add it to your cart — or tap ♡ to save it while you think. I'd love to see it in your home.

Questions about size, paper or framing? Message me before you order — I answer personally, usually within a few hours.

© Original design by Hana / MiniCanvasArt. All rights reserved. Personal use only.",in stock,new,39.99 USD,https://canvasminiart.site/p/4527633234.html,https://canvasminiart.site/img/4527633234/01.webp,MiniCanvasArt,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Japanese & Zen Art
4527633182,Pilgrim Torii Gate Steps | Zen Life Sumi-e Scene | Black & White Ink Wall Art | Poster,"japanese torii gate sumi-e ink print — black and white zen wall art poster (unframed). Museum-quality matte paper for the living room, bedroom or home office.

⛩ The line between ordinary and sacred

A torii gate marks a threshold — step through and you leave the everyday for something set apart. It stands for transition, and for treating your own space as worth protecting. A calming piece for an entryway: the first breath of quiet the moment you come home.

🖌 Painted in one breath
Sumi-e is painted once. There is no sketch and no correction — the brush lands, moves, and the image is either alive or it isn't. That is the whole discipline: stop thinking, commit, let go. The Japanese call it muga — forgetting the self.
That is also what it does to a room. Deep black ink, a wide field of empty paper, one quiet accent. Nothing shouting for your attention. On a busy wall it is the one place your eyes rest.

🖼 What you receive
• The artwork printed on museum-grade matte fine-art paper, unframed
• Sizes: 12×18 in (30×45 cm) · 16×24 in (40×60 cm) · 20×30 in (50×75 cm)
• Archival pigment inks — fade-resistant for 100+ years
• Standard sizes, so an off-the-shelf frame fits: keep the frame you already have, or pick one that matches your room

🏠 Where it works
• Above the sofa or bed — a calm focal point in a room that never stops moving
• Home office — art you think better next to; looks composed on video calls
• Entryway — the first breath of quiet when you walk in
• Neutral black-and-white palette: works with wood, linen, concrete, sage, cream — it won't fight the sofa you already own
• Gift for anyone into Japanese art, martial arts, meditation or minimalism

📐 Not sure which size?
Message me a photo of your wall — I'll tell you honestly which size fits. It takes me a minute and saves you a return. Rule of thumb: above a sofa or bed, go one size bigger than feels safe — the most common regret is buying too small.

📦 Shipping & care
• Made to order, shipped rolled in a sturdy tube (small sizes flat) — never folded
• Dispatch in 3–5 business days; tracking on every order
• Handle by the edges; hang out of direct sunlight

🖌 About the artist
I'm Hana — the quiet power of Japanese ink has had me for years. Misty mountains, one confident stroke, the calm that lives in empty space. Every piece is painted in silence. Nothing makes me happier than picturing it on your wall, giving you one still moment in a loud day.

❤️ Add it to your cart — or tap ♡ to save it while you think. I'd love to see it in your home.

Questions about size, paper or framing? Message me before you order — I answer personally, usually within a few hours.

© Original design by Hana / MiniCanvasArt. All rights reserved. Personal use only.",in stock,new,39.99 USD,https://canvasminiart.site/p/4527633182.html,https://canvasminiart.site/img/4527633182/01.webp,MiniCanvasArt,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Japanese & Zen Art
4527633108,Samurai Wall Art | Horse Mist Sumi-e Ink Print | Black and White Zen Decor | A1 Ready Poster Print | Living Room Decor,"japanese samurai sumi-e ink print — black and white zen wall art poster (unframed). Museum-quality matte paper for the living room, bedroom or home office.

🗡 The calm before everything

The samurai was never really about the sword. Bushido is a code for the mind: decide once, act without hesitation, hold your center when everything moves. This figure stands in that stillness — the composure you want on the days that ask the most of you. Hang it where you start your mornings and it sets the tone: quiet, ready, unhurried.

🖌 Painted in one breath
Sumi-e is painted once. There is no sketch and no correction — the brush lands, moves, and the image is either alive or it isn't. That is the whole discipline: stop thinking, commit, let go. The Japanese call it muga — forgetting the self.
That is also what it does to a room. Deep black ink, a wide field of empty paper, one quiet accent. Nothing shouting for your attention. On a busy wall it is the one place your eyes rest.

🖼 What you receive
• The artwork printed on museum-grade matte fine-art paper, unframed
• Sizes: 12×18 in (30×45 cm) · 16×24 in (40×60 cm) · 20×30 in (50×75 cm)
• Archival pigment inks — fade-resistant for 100+ years
• Standard sizes, so an off-the-shelf frame fits: keep the frame you already have, or pick one that matches your room

🏠 Where it works
• Above the sofa or bed — a calm focal point in a room that never stops moving
• Home office — art you think better next to; looks composed on video calls
• Entryway — the first breath of quiet when you walk in
• Neutral black-and-white palette: works with wood, linen, concrete, sage, cream — it won't fight the sofa you already own
• Gift for anyone into Japanese art, martial arts, meditation or minimalism

📐 Not sure which size?
Message me a photo of your wall — I'll tell you honestly which size fits. It takes me a minute and saves you a return. Rule of thumb: above a sofa or bed, go one size bigger than feels safe — the most common regret is buying too small.

📦 Shipping & care
• Made to order, shipped rolled in a sturdy tube (small sizes flat) — never folded
• Dispatch in 3–5 business days; tracking on every order
• Handle by the edges; hang out of direct sunlight

🖌 About the artist
I'm Hana — the quiet power of Japanese ink has had me for years. Misty mountains, one confident stroke, the calm that lives in empty space. Every piece is painted in silence. Nothing makes me happier than picturing it on your wall, giving you one still moment in a loud day.

❤️ Add it to your cart — or tap ♡ to save it while you think. I'd love to see it in your home.

Questions about size, paper or framing? Message me before you order — I answer personally, usually within a few hours.

© Original design by Hana / MiniCanvasArt. All rights reserved. Personal use only.",in stock,new,39.99 USD,https://canvasminiart.site/p/4527633108.html,https://canvasminiart.site/img/4527633108/01.webp,MiniCanvasArt,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Samurai & Warriors
4527633034,Samurai Wall Art | Snow Pass Sumi-e Ink Print | Black and White Zen Decor | A1 Ready Poster Print | Living Room Decor,"japanese samurai sumi-e ink print — black and white zen wall art poster (unframed). Museum-quality matte paper for the living room, bedroom or home office.

🗡 The calm before everything

The samurai was never really about the sword. Bushido is a code for the mind: decide once, act without hesitation, hold your center when everything moves. This figure stands in that stillness — the composure you want on the days that ask the most of you. Hang it where you start your mornings and it sets the tone: quiet, ready, unhurried.

🖌 Painted in one breath
Sumi-e is painted once. There is no sketch and no correction — the brush lands, moves, and the image is either alive or it isn't. That is the whole discipline: stop thinking, commit, let go. The Japanese call it muga — forgetting the self.
That is also what it does to a room. Deep black ink, a wide field of empty paper, one quiet accent. Nothing shouting for your attention. On a busy wall it is the one place your eyes rest.

🖼 What you receive
• The artwork printed on museum-grade matte fine-art paper, unframed
• Sizes: 12×18 in (30×45 cm) · 16×24 in (40×60 cm) · 20×30 in (50×75 cm)
• Archival pigment inks — fade-resistant for 100+ years
• Standard sizes, so an off-the-shelf frame fits: keep the frame you already have, or pick one that matches your room

🏠 Where it works
• Above the sofa or bed — a calm focal point in a room that never stops moving
• Home office — art you think better next to; looks composed on video calls
• Entryway — the first breath of quiet when you walk in
• Neutral black-and-white palette: works with wood, linen, concrete, sage, cream — it won't fight the sofa you already own
• Gift for anyone into Japanese art, martial arts, meditation or minimalism

📐 Not sure which size?
Message me a photo of your wall — I'll tell you honestly which size fits. It takes me a minute and saves you a return. Rule of thumb: above a sofa or bed, go one size bigger than feels safe — the most common regret is buying too small.

📦 Shipping & care
• Made to order, shipped rolled in a sturdy tube (small sizes flat) — never folded
• Dispatch in 3–5 business days; tracking on every order
• Handle by the edges; hang out of direct sunlight

🖌 About the artist
I'm Hana — the quiet power of Japanese ink has had me for years. Misty mountains, one confident stroke, the calm that lives in empty space. Every piece is painted in silence. Nothing makes me happier than picturing it on your wall, giving you one still moment in a loud day.

❤️ Add it to your cart — or tap ♡ to save it while you think. I'd love to see it in your home.

Questions about size, paper or framing? Message me before you order — I answer personally, usually within a few hours.

© Original design by Hana / MiniCanvasArt. All rights reserved. Personal use only.",in stock,new,39.99 USD,https://canvasminiart.site/p/4527633034.html,https://canvasminiart.site/img/4527633034/01.webp,MiniCanvasArt,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Samurai & Warriors
